AUN,School Number,County,District Name,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
104375302,000002704,LAWRENCE,NEW CASTLE AREA SD,NEW CASTLE SHS,Literature,All Students,11,142,2.8,69.7,23.2,4.2
104375302,000002704,LAWRENCE,NEW CASTLE AREA SD,NEW CASTLE SHS,Literature,Historically Underperforming,11,79,1.3,58.2,34.2,6.3
104376203,000002708,LAWRENCE,SHENANGO AREA SD,SHENANGO AREA JSHS,Algebra I,All Students,11,79,31.6,55.7,8.9,3.8
104376203,000002708,LAWRENCE,SHENANGO AREA SD,SHENANGO AREA JSHS,Algebra I,Historically Underperforming,11,26,7.7,73.1,7.7,11.5
104376203,000002708,LAWRENCE,SHENANGO AREA SD,SHENANGO AREA JSHS,Biology,All Students,11,79,26.6,62.0,7.6,3.8
104376203,000002708,LAWRENCE,SHENANGO AREA SD,SHENANGO AREA JSHS,Biology,Historically Underperforming,11,26,19.2,57.7,11.5,11.5
104376203,000002708,LAWRENCE,SHENANGO AREA SD,SHENANGO AREA JSHS,Literature,All Students,11,79,6.3,86.1,7.6,0.0
104376203,000002708,LAWRENCE,SHENANGO AREA SD,SHENANGO AREA JSHS,Literature,Historically Underperforming,11,26,3.8,84.6,11.5,0.0
104377003,000002712,LAWRENCE,UNION AREA SD,UNION AREA HS,Algebra I,All Students,11,40,17.5,40.0,30.0,12.5
104377003,000002712,LAWRENCE,UNION AREA SD,UNION AREA HS,Algebra I,Historically Underperforming,11,18,11.1,44.4,22.2,22.2
104377003,000002712,LAWRENCE,UNION AREA SD,UNION AREA HS,Biology,All Students,11,40,32.5,37.5,17.5,12.5
104377003,000002712,LAWRENCE,UNION AREA SD,UNION AREA HS,Biology,Historically Underperforming,11,18,33.3,33.3,16.7,16.7
104377003,000002712,LAWRENCE,UNION AREA SD,UNION AREA HS,Literature,All Students,11,40,10.0,75.0,10.0,5.0
104377003,000002712,LAWRENCE,UNION AREA SD,UNION AREA HS,Literature,Historically Underperforming,11,18,11.1,61.1,16.7,11.1
104378003,000002721,LAWRENCE,WILMINGTON AREA SD,WILMINGTON AREA HS,Algebra I,All Students,11,90,27.8,42.2,26.7,3.3
104378003,000002721,LAWRENCE,WILMINGTON AREA SD,WILMINGTON AREA HS,Algebra I,Historically Underperforming,11,34,8.8,35.3,47.1,8.8
104378003,000002721,LAWRENCE,WILMINGTON AREA SD,WILMINGTON AREA HS,Biology,All Students,11,88,40.9,45.5,11.4,2.3
104378003,000002721,LAWRENCE,WILMINGTON AREA SD,WILMINGTON AREA HS,Biology,Historically Underperforming,11,33,21.2,48.5,24.2,6.1
104378003,000002721,LAWRENCE,WILMINGTON AREA SD,WILMINGTON AREA HS,Literature,All Students,11,90,2.2,76.7,15.6,5.6
104378003,000002721,LAWRENCE,WILMINGTON AREA SD,WILMINGTON AREA HS,Literature,Historically Underperforming,11,34,0.0,52.9,32.4,14.7
113380303,000002725,LEBANON,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,Algebra I,All Students,11,108,16.7,55.6,22.2,5.6
113380303,000002725,LEBANON,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,Algebra I,Historically Underperforming,11,40,7.5,42.5,35.0,15.0
113380303,000002725,LEBANON,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,Biology,All Students,11,109,24.8,38.5,24.8,11.9
113380303,000002725,LEBANON,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,Biology,Historically Underperforming,11,40,12.5,42.5,20.0,25.0
113380303,000002725,LEBANON,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,Literature,All Students,11,110,6.4,59.1,30.0,4.5
113380303,000002725,LEBANON,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,Literature,Historically Underperforming,11,41,0.0,46.3,43.9,9.8
113381303,000004800,LEBANON,CORNWALL-LEBANON SD,CEDAR CREST HS,Algebra I,All Students,11,363,22.3,50.4,20.9,6.3
113381303,000004800,LEBANON,CORNWALL-LEBANON SD,CEDAR CREST HS,Algebra I,Historically Underperforming,11,121,12.4,33.9,35.5,18.2
113381303,000004800,LEBANON,CORNWALL-LEBANON SD,CEDAR CREST HS,Biology,All Students,11,365,35.1,38.6,17.8,8.5
113381303,000004800,LEBANON,CORNWALL-LEBANON SD,CEDAR CREST HS,Biology,Historically Underperforming,11,122,19.7,30.3,28.7,21.3
113381303,000004800,LEBANON,CORNWALL-LEBANON SD,CEDAR CREST HS,Literature,All Students,11,362,5.2,76.0,14.4,4.4
113381303,000004800,LEBANON,CORNWALL-LEBANON SD,CEDAR CREST HS,Literature,Historically Underperforming,11,120,0.8,59.2,28.3,11.7
113382303,000002740,LEBANON,EASTERN LEBANON CO SD,EASTERN LEBANON CO S,Algebra I,All Students,11,158,22.8,50.0,19.6,7.6
113382303,000002740,LEBANON,EASTERN LEBANON CO SD,EASTERN LEBANON CO S,Algebra I,Historically Underperforming,11,50,12.0,34.0,32.0,22.0
113382303,000002740,LEBANON,EASTERN LEBANON CO SD,EASTERN LEBANON CO S,Biology,All Students,11,157,26.8,43.9,21.7,7.6
113382303,000002740,LEBANON,EASTERN LEBANON CO SD,EASTERN LEBANON CO S,Biology,Historically Underperforming,11,50,10.0,38.0,34.0,18.0
113382303,000002740,LEBANON,EASTERN LEBANON CO SD,EASTERN LEBANON CO S,Literature,All Students,11,155,13.5,62.6,18.1,5.8
113382303,000002740,LEBANON,EASTERN LEBANON CO SD,EASTERN LEBANON CO S,Literature,Historically Underperforming,11,48,0.0,56.3,27.1,16.7
113384307,000005156,LEBANON,LEBANON CO AVTS,LEBANON CO AVTS,Algebra I,All Students,11,14,0.0,21.4,50.0,28.6
113384307,000005156,LEBANON,LEBANON CO AVTS,LEBANON CO AVTS,Algebra I,Historically Underperforming,11,6,,,,
113384307,000005156,LEBANON,LEBANON CO AVTS,LEBANON CO AVTS,Biology,All Students,11,14,7.1,28.6,28.6,35.7
113384307,000005156,LEBANON,LEBANON CO AVTS,LEBANON CO AVTS,Biology,Historically Underperforming,11,6,,,,
113384307,000005156,LEBANON,LEBANON CO AVTS,LEBANON CO AVTS,Literature,All Students,11,13,0.0,53.8,15.4,30.8
113384307,000005156,LEBANON,LEBANON CO AVTS,LEBANON CO AVTS,Literature,Historically Underperforming,11,6,,,,
113384603,000002754,LEBANON,LEBANON SD,LEBANON MS,Biology,All Students,11,1,,,,
113384603,000002754,LEBANON,LEBANON SD,LEBANON MS,Biology,Historically Underperforming,11,1,,,,
113384603,000002754,LEBANON,LEBANON SD,LEBANON MS,Literature,All Students,11,1,,,,
113384603,000002754,LEBANON,LEBANON SD,LEBANON MS,Literature,Historically Underperforming,11,1,,,,
113384603,000005155,LEBANON,LEBANON SD,LEBANON SHS,Algebra I,All Students,11,277,8.3,29.6,47.7,14.4
113384603,000005155,LEBANON,LEBANON SD,LEBANON SHS,Algebra I,Historically Underperforming,11,195,5.1,23.6,50.8,20.5
113384603,000005155,LEBANON,LEBANON SD,LEBANON SHS,Biology,All Students,11,274,2.9,35.8,33.2,28.1
113384603,000005155,LEBANON,LEBANON SD,LEBANON SHS,Biology,Historically Underperforming,11,192,1.6,27.6,33.9,37.0
113384603,000005155,LEBANON,LEBANON SD,LEBANON SHS,Literature,All Students,11,263,1.5,48.3,36.1,14.1
113384603,000005155,LEBANON,LEBANON SD,LEBANON SHS,Literature,Historically Underperforming,11,181,1.7,39.8,39.2,19.3
113385003,000002760,LEBANON,NORTHERN LEBANON SD,NORTHERN LEBANON SHS,Algebra I,All Students,11,151,8.6,37.1,43.0,11.3
113385003,000002760,LEBANON,NORTHERN LEBANON SD,NORTHERN LEBANON SHS,Algebra I,Historically Underperforming,11,62,4.8,21.0,51.6,22.6
113385003,000002760,LEBANON,NORTHERN LEBANON SD,NORTHERN LEBANON SHS,Biology,All Students,11,146,6.8,34.9,30.8,27.4
113385003,000002760,LEBANON,NORTHERN LEBANON SD,NORTHERN LEBANON SHS,Biology,Historically Underperforming,11,56,3.6,21.4,25.0,50.0
113385003,000002760,LEBANON,NORTHERN LEBANON SD,NORTHERN LEBANON SHS,Literature,All Students,11,146,2.1,51.4,30.8,15.8
113385003,000002760,LEBANON,NORTHERN LEBANON SD,NORTHERN LEBANON SHS,Literature,Historically Underperforming,11,56,0.0,41.1,28.6,30.4
113385303,000002766,LEBANON,PALMYRA AREA SD,PALMYRA AREA SHS,Algebra I,All Students,11,264,47.7,34.8,14.0,3.4
113385303,000002766,LEBANON,PALMYRA AREA SD,PALMYRA AREA SHS,Algebra I,Historically Underperforming,11,95,28.4,32.6,29.5,9.5
113385303,000002766,LEBANON,PALMYRA AREA SD,PALMYRA AREA SHS,Biology,All Students,11,266,41.0,39.8,13.9,5.3
113385303,000002766,LEBANON,PALMYRA AREA SD,PALMYRA AREA SHS,Biology,Historically Underperforming,11,94,25.5,33.0,26.6,14.9
113385303,000002766,LEBANON,PALMYRA AREA SD,PALMYRA AREA SHS,Literature,All Students,11,266,12.0,73.3,9.0,5.6
113385303,000002766,LEBANON,PALMYRA AREA SD,PALMYRA AREA SHS,Literature,Historically Underperforming,11,95,8.4,53.7,22.1,15.8
121390302,000008412,LEHIGH,ALLENTOWN CITY SD,BUILDING 21 ALLENTOWN,Algebra I,All Students,11,105,1.0,27.6,49.5,21.9
121390302,000008412,LEHIGH,ALLENTOWN CITY SD,BUILDING 21 ALLENTOWN,Algebra I,Historically Underperforming,11,92,1.1,27.2,47.8,23.9
121390302,000008412,LEHIGH,ALLENTOWN CITY SD,BUILDING 21 ALLENTOWN,Biology,All Students,11,102,0.0,5.9,33.3,60.8
121390302,000008412,LEHIGH,ALLENTOWN CITY SD,BUILDING 21 ALLENTOWN,Biology,Historically Underperforming,11,89,0.0,5.6,32.6,61.8
121390302,000008412,LEHIGH,ALLENTOWN CITY SD,BUILDING 21 ALLENTOWN,Literature,All Students,11,104,0.0,44.2,34.6,21.2
121390302,000008412,LEHIGH,ALLENTOWN CITY SD,BUILDING 21 ALLENTOWN,Literature,Historically Underperforming,11,91,0.0,42.9,35.2,22.0
121390302,000002795,LEHIGH,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,Algebra I,All Students,11,342,3.5,30.4,44.7,21.3
121390302,000002795,LEHIGH,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,Algebra I,Historically Underperforming,11,273,3.7,27.1,44.0,25.3
121390302,000002795,LEHIGH,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,Biology,All Students,11,322,1.9,18.0,33.9,46.3
121390302,000002795,LEHIGH,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,Biology,Historically Underperforming,11,254,2.0,14.6,31.5,52.0
121390302,000002795,LEHIGH,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,Literature,All Students,11,337,0.6,35.3,40.1,24.0
121390302,000002795,LEHIGH,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,Literature,Historically Underperforming,11,268,0.7,31.0,41.0,27.2
121390302,000002794,LEHIGH,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,Algebra I,All Students,11,466,3.9,27.5,47.2,21.5
121390302,000002794,LEHIGH,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,Algebra I,Historically Underperforming,11,372,2.7,22.8,49.7,24.7
121390302,000002794,LEHIGH,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,Biology,All Students,11,431,5.3,21.1,28.5,45.0
121390302,000002794,LEHIGH,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,Biology,Historically Underperforming,11,345,3.5,15.9,29.6,51.0
121390302,000002794,LEHIGH,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,Literature,All Students,11,435,2.5,38.4,30.3,28.7
121390302,000002794,LEHIGH,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,Literature,Historically Underperforming,11,345,1.7,31.9,32.2,34.2
121391303,000002798,LEHIGH,CATASAUQUA AREA SD,CATASAUQUA HS,Algebra I,All Students,11,97,18.6,37.1,35.1,9.3
121391303,000002798,LEHIGH,CATASAUQUA AREA SD,CATASAUQUA HS,Algebra I,Historically Underperforming,11,49,10.2,32.7,42.9,14.3
121391303,000002798,LEHIGH,CATASAUQUA AREA SD,CATASAUQUA HS,Biology,All Students,11,97,23.7,32.0,25.8,18.6
121391303,000002798,LEHIGH,CATASAUQUA AREA SD,CATASAUQUA HS,Biology,Historically Underperforming,11,49,12.2,34.7,22.4,30.6
121391303,000002798,LEHIGH,CATASAUQUA AREA SD,CATASAUQUA HS,Literature,All Students,11,98,6.1,60.2,24.5,9.2
121391303,000002798,LEHIGH,CATASAUQUA AREA SD,CATASAUQUA HS,Literature,Historically Underperforming,11,50,4.0,42.0,38.0,16.0
121392303,000002809,LEHIGH,EAST PENN SD,EMMAUS HS,Algebra I,All Students,11,625,30.9,49.9,17.0,2.2
121392303,000002809,LEHIGH,EAST PENN SD,EMMAUS HS,Algebra I,Historically Underperforming,11,189,15.3,40.7,37.6,6.3
121392303,000002809,LEHIGH,EAST PENN SD,EMMAUS HS,Biology,All Students,11,625,41.6,40.3,13.4,4.6
121392303,000002809,LEHIGH,EAST PENN SD,EMMAUS HS,Biology,Historically Underperforming,11,189,19.6,42.3,25.9,12.2
121392303,000002809,LEHIGH,EAST PENN SD,EMMAUS HS,Literature,All Students,11,621,16.7,66.8,13.5,2.9
121392303,000002809,LEHIGH,EAST PENN SD,EMMAUS HS,Literature,Historically Underperforming,11,185,5.4,58.9,27.6,8.1
121398065,000008325,LEHIGH,EXECUTIVE EDUCATION ACADEMY CHAR,EXECUTIVE EDUCATION ACADEMY CHAR,Algebra I,All Students,11,69,1.4,15.9,55.1,27.5
121398065,000008325,LEHIGH,EXECUTIVE EDUCATION ACADEMY CHAR,EXECUTIVE EDUCATION ACADEMY CHAR,Algebra I,Historically Underperforming,11,57,1.8,12.3,57.9,28.1
121398065,000008325,LEHIGH,EXECUTIVE EDUCATION ACADEMY CHAR,EXECUTIVE EDUCATION ACADEMY CHAR,Biology,All Students,11,73,0.0,16.4,38.4,45.2
121398065,000008325,LEHIGH,EXECUTIVE EDUCATION ACADEMY CHAR,EXECUTIVE EDUCATION ACADEMY CHAR,Biology,Historically Underperforming,11,60,0.0,13.3,35.0,51.7
121398065,000008325,LEHIGH,EXECUTIVE EDUCATION ACADEMY CHAR,EXECUTIVE EDUCATION ACADEMY CHAR,Literature,All Students,11,66,0.0,57.6,28.8,13.6
121398065,000008325,LEHIGH,EXECUTIVE EDUCATION ACADEMY CHAR,EXECUTIVE EDUCATION ACADEMY CHAR,Literature,Historically Underperforming,11,55,0.0,54.5,29.1,16.4
121395526,000008371,LEHIGH,INNOVATIVE ARTS ACADEMY CS,INNOVATIVE ARTS ACADEMY CS,Algebra I,All Students,11,25,0.0,16.0,44.0,40.0
121395526,000008371,LEHIGH,INNOVATIVE ARTS ACADEMY CS,INNOVATIVE ARTS ACADEMY CS,Algebra I,Historically Underperforming,11,25,0.0,16.0,44.0,40.0
121395526,000008371,LEHIGH,INNOVATIVE ARTS ACADEMY CS,INNOVATIVE ARTS ACADEMY CS,Biology,All Students,11,25,0.0,24.0,36.0,40.0
121395526,000008371,LEHIGH,INNOVATIVE ARTS ACADEMY CS,INNOVATIVE ARTS ACADEMY CS,Biology,Historically Underperforming,11,25,0.0,24.0,36.0,40.0
121395526,000008371,LEHIGH,INNOVATIVE ARTS ACADEMY CS,INNOVATIVE ARTS ACADEMY CS,Literature,All Students,11,25,0.0,32.0,36.0,32.0
121395526,000008371,LEHIGH,INNOVATIVE ARTS ACADEMY CS,INNOVATIVE ARTS ACADEMY CS,Literature,Historically Underperforming,11,25,0.0,32.0,36.0,32.0
121393007,000005338,LEHIGH,LEHIGH CAREER & TECH INST,LEHIGH CAREER & TECH INST,Algebra I,All Students,11,56,7.1,30.4,50.0,12.5
121393007,000005338,LEHIGH,LEHIGH CAREER & TECH INST,LEHIGH CAREER & TECH INST,Algebra I,Historically Underperforming,11,44,6.8,29.5,47.7,15.9
121393007,000005338,LEHIGH,LEHIGH CAREER & TECH INST,LEHIGH CAREER & TECH INST,Biology,All Students,11,52,5.8,21.2,40.4,32.7
121393007,000005338,LEHIGH,LEHIGH CAREER & TECH INST,LEHIGH CAREER & TECH INST,Biology,Historically Underperforming,11,41,2.4,22.0,43.9,31.7
121393007,000005338,LEHIGH,LEHIGH CAREER & TECH INST,LEHIGH CAREER & TECH INST,Literature,All Students,11,52,1.9,32.7,51.9,13.5
121393007,000005338,LEHIGH,LEHIGH CAREER & TECH INST,LEHIGH CAREER & TECH INST,Literature,Historically Underperforming,11,41,2.4,31.7,48.8,17.1
175390169,000008125,LEHIGH,LINCOLN LEADERSHIP ACAD CS,LINCOLN LEADERSHIP ACAD CS,Algebra I,All Students,11,55,16.4,38.2,41.8,3.6
175390169,000008125,LEHIGH,LINCOLN LEADERSHIP ACAD CS,LINCOLN LEADERSHIP ACAD CS,Algebra I,Historically Underperforming,11,49,16.3,34.7,44.9,4.1
175390169,000008125,LEHIGH,LINCOLN LEADERSHIP ACAD CS,LINCOLN LEADERSHIP ACAD CS,Biology,All Students,11,55,3.6,43.6,29.1,23.6
175390169,000008125,LEHIGH,LINCOLN LEADERSHIP ACAD CS,LINCOLN LEADERSHIP ACAD CS,Biology,Historically Underperforming,11,49,0.0,42.9,32.7,24.5
175390169,000008125,LEHIGH,LINCOLN LEADERSHIP ACAD CS,LINCOLN LEADERSHIP ACAD CS,Literature,All Students,11,55,1.8,72.7,21.8,3.6
175390169,000008125,LEHIGH,LINCOLN LEADERSHIP ACAD CS,LINCOLN LEADERSHIP ACAD CS,Literature,Historically Underperforming,11,49,0.0,73.5,22.4,4.1
121394503,000002818,LEHIGH,NORTHERN LEHIGH SD,NORTHERN LEHIGH SHS,Algebra I,All Students,11,130,28.5,42.3,21.5,7.7
121394503,000002818,LEHIGH,NORTHERN LEHIGH SD,NORTHERN LEHIGH SHS,Algebra I,Historically Underperforming,11,56,23.2,26.8,32.1,17.9
121394503,000002818,LEHIGH,NORTHERN LEHIGH SD,NORTHERN LEHIGH SHS,Biology,All Students,11,128,28.1,46.1,18.0,7.8
121394503,000002818,LEHIGH,NORTHERN LEHIGH SD,NORTHERN LEHIGH SHS,Biology,Historically Underperforming,11,56,16.1,39.3,28.6,16.1
121394503,000002818,LEHIGH,NORTHERN LEHIGH SD,NORTHERN LEHIGH SHS,Literature,All Students,11,130,9.2,64.6,20.8,5.4
121394503,000002818,LEHIGH,NORTHERN LEHIGH SD,NORTHERN LEHIGH SHS,Literature,Historically Underperforming,11,56,10.7,46.4,30.4,12.5
121394603,000002821,LEHIGH,NORTHWESTERN LEHIGH SD,NORTHWESTERN LEHIGH HS,Algebra I,All Students,11,182,30.8,44.5,20.9,3.8
121394603,000002821,LEHIGH,NORTHWESTERN LEHIGH SD,NORTHWESTERN LEHIGH HS,Algebra I,Historically Underperforming,11,42,9.5,38.1,35.7,16.7
121394603,000002821,LEHIGH,NORTHWESTERN LEHIGH SD,NORTHWESTERN LEHIGH HS,Biology,All Students,11,182,40.7,36.8,21.4,1.1
121394603,000002821,LEHIGH,NORTHWESTERN LEHIGH SD,NORTHWESTERN LEHIGH HS,Biology,Historically Underperforming,11,42,21.4,33.3,40.5,4.8
121394603,000002821,LEHIGH,NORTHWESTERN LEHIGH SD,NORTHWESTERN LEHIGH HS,Literature,All Students,11,182,14.8,70.3,13.7,1.1
121394603,000002821,LEHIGH,NORTHWESTERN LEHIGH SD,NORTHWESTERN LEHIGH HS,Literature,Historically Underperforming,11,42,7.1,50.0,38.1,4.8
121395103,000002829,LEHIGH,PARKLAND SD,PARKLAND HIGH SCHOOL,Algebra I,All Students,11,766,30.5,48.0,17.9,3.5
121395103,000002829,LEHIGH,PARKLAND SD,PARKLAND HIGH SCHOOL,Algebra I,Historically Underperforming,11,218,7.8,42.2,38.5,11.5
121395103,000002829,LEHIGH,PARKLAND SD,PARKLAND HIGH SCHOOL,Biology,All Students,11,770,37.9,39.4,16.2,6.5
121395103,000002829,LEHIGH,PARKLAND SD,PARKLAND HIGH SCHOOL,Biology,Historically Underperforming,11,222,13.1,40.1,26.6,20.3
121395103,000002829,LEHIGH,PARKLAND SD,PARKLAND HIGH SCHOOL,Literature,All Students,11,770,24.7,64.7,8.2,2.5
121395103,000002829,LEHIGH,PARKLAND SD,PARKLAND HIGH SCHOOL,Literature,Historically Underperforming,11,221,8.6,60.2,23.5,7.7
121393330,000008401,LEHIGH,ROBERTO CLEMENTE CS,ROBERTO CLEMENTE CS,Algebra I,All Students,11,39,10.3,53.8,23.1,12.8
121393330,000008401,LEHIGH,ROBERTO CLEMENTE CS,ROBERTO CLEMENTE CS,Algebra I,Historically Underperforming,11,38,10.5,55.3,21.1,13.2
121393330,000008401,LEHIGH,ROBERTO CLEMENTE CS,ROBERTO CLEMENTE CS,Biology,All Students,11,42,2.4,31.0,40.5,26.2
121393330,000008401,LEHIGH,ROBERTO CLEMENTE CS,ROBERTO CLEMENTE CS,Biology,Historically Underperforming,11,41,2.4,31.7,39.0,26.8
121393330,000008401,LEHIGH,ROBERTO CLEMENTE CS,ROBERTO CLEMENTE CS,Literature,All Students,11,43,2.3,51.2,23.3,23.3
121393330,000008401,LEHIGH,ROBERTO CLEMENTE CS,ROBERTO CLEMENTE CS,Literature,Historically Underperforming,11,42,2.4,52.4,21.4,23.8
121395603,000002833,LEHIGH,SALISBURY TOWNSHIP SD,SALISBURY HIGH SCHOOL,Algebra I,All Students,11,126,13.5,57.9,24.6,4.0
121395603,000002833,LEHIGH,SALISBURY TOWNSHIP SD,SALISBURY HIGH SCHOOL,Algebra I,Historically Underperforming,11,52,3.8,42.3,46.2,7.7
121395603,000002833,LEHIGH,SALISBURY TOWNSHIP SD,SALISBURY HIGH SCHOOL,Biology,All Students,11,126,26.2,50.8,15.1,7.9
121395603,000002833,LEHIGH,SALISBURY TOWNSHIP SD,SALISBURY HIGH SCHOOL,Biology,Historically Underperforming,11,52,13.5,40.4,30.8,15.4
121395603,000002833,LEHIGH,SALISBURY TOWNSHIP SD,SALISBURY HIGH SCHOOL,Literature,All Students,11,125,19.2,60.8,16.0,4.0
121395603,000002833,LEHIGH,SALISBURY TOWNSHIP SD,SALISBURY HIGH SCHOOL,Literature,Historically Underperforming,11,52,7.7,48.1,34.6,9.6
121395703,000002839,LEHIGH,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Algebra I,All Students,11,256,50.8,32.8,14.8,1.6
121395703,000002839,LEHIGH,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Algebra I,Historically Underperforming,11,56,21.4,33.9,37.5,7.1
121395703,000002839,LEHIGH,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Biology,All Students,11,260,51.9,32.7,13.5,1.9
121395703,000002839,LEHIGH,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Biology,Historically Underperforming,11,57,17.5,38.6,36.8,7.0
121395703,000002839,LEHIGH,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Literature,All Students,11,255,17.6,71.4,9.4,1.6
121395703,000002839,LEHIGH,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Literature,Historically Underperforming,11,55,5.5,67.3,20.0,7.3
121397803,000002848,LEHIGH,WHITEHALL-COPLAY SD,WHITEHALL HS,Algebra I,All Students,11,327,24.8,41.0,23.9,10.4
121397803,000002848,LEHIGH,WHITEHALL-COPLAY SD,WHITEHALL HS,Algebra I,Historically Underperforming,11,167,19.2,32.3,29.9,18.6
121397803,000002848,LEHIGH,WHITEHALL-COPLAY SD,WHITEHALL HS,Biology,All Students,11,327,33.3,33.3,23.2,10.1
121397803,000002848,LEHIGH,WHITEHALL-COPLAY SD,WHITEHALL HS,Biology,Historically Underperforming,11,167,21.6,31.7,29.3,17.4
121397803,000002848,LEHIGH,WHITEHALL-COPLAY SD,WHITEHALL HS,Literature,All Students,11,327,8.0,63.9,19.0,9.2
121397803,000002848,LEHIGH,WHITEHALL-COPLAY SD,WHITEHALL HS,Literature,Historically Underperforming,11,167,3.6,53.3,25.7,17.4
118401403,000002860,LUZERNE,CRESTWOOD SD,CRESTWOOD HS,Algebra I,All Students,11,215,21.4,54.9,17.7,6.0
118401403,000002860,LUZERNE,CRESTWOOD SD,CRESTWOOD HS,Algebra I,Historically Underperforming,11,44,11.4,29.5,34.1,25.0
118401403,000002860,LUZERNE,CRESTWOOD SD,CRESTWOOD HS,Biology,All Students,11,215,33.0,40.0,19.1,7.9
118401403,000002860,LUZERNE,CRESTWOOD SD,CRESTWOOD HS,Biology,Historically Underperforming,11,44,20.5,18.2,29.5,31.8
118401403,000002860,LUZERNE,CRESTWOOD SD,CRESTWOOD HS,Literature,All Students,11,215,14.4,58.6,21.9,5.1
118401403,000002860,LUZERNE,CRESTWOOD SD,CRESTWOOD HS,Literature,Historically Underperforming,11,45,2.2,42.2,35.6,20.0
118401603,000002869,LUZERNE,DALLAS SD,DALLAS SHS,Algebra I,All Students,11,203,16.7,60.1,18.2,4.9
118401603,000002869,LUZERNE,DALLAS SD,DALLAS SHS,Algebra I,Historically Underperforming,11,65,15.4,41.5,27.7,15.4
118401603,000002869,LUZERNE,DALLAS SD,DALLAS SHS,Biology,All Students,11,198,30.8,44.4,19.2,5.6
118401603,000002869,LUZERNE,DALLAS SD,DALLAS SHS,Biology,Historically Underperforming,11,61,19.7,36.1,29.5,14.8
118401603,000002869,LUZERNE,DALLAS SD,DALLAS SHS,Literature,All Students,11,191,13.1,64.4,18.3,4.2
118401603,000002869,LUZERNE,DALLAS SD,DALLAS SHS,Literature,Historically Underperforming,11,57,8.8,52.6,28.1,10.5
118402603,000005242,LUZERNE,GREATER NANTICOKE AREA SD,NANTICOKE HS,Algebra I,All Students,11,144,2.8,32.6,47.2,17.4
118402603,000005242,LUZERNE,GREATER NANTICOKE AREA SD,NANTICOKE HS,Algebra I,Historically Underperforming,11,89,3.4,23.6,49.4,23.6
118402603,000005242,LUZERNE,GREATER NANTICOKE AREA SD,NANTICOKE HS,Biology,All Students,11,156,15.4,25.6,37.2,21.8
118402603,000005242,LUZERNE,GREATER NANTICOKE AREA SD,NANTICOKE HS,Biology,Historically Underperforming,11,100,11.0,22.0,37.0,30.0
118402603,000005242,LUZERNE,GREATER NANTICOKE AREA SD,NANTICOKE HS,Literature,All Students,11,158,2.5,33.5,41.1,22.8
118402603,000005242,LUZERNE,GREATER NANTICOKE AREA SD,NANTICOKE HS,Literature,Historically Underperforming,11,102,2.0,25.5,40.2,32.4
118403003,000002891,LUZERNE,HANOVER AREA SD,HANOVER AREA JSHS,Algebra I,All Students,11,120,5.0,20.8,50.0,24.2
118403003,000002891,LUZERNE,HANOVER AREA SD,HANOVER AREA JSHS,Algebra I,Historically Underperforming,11,72,4.2,12.5,48.6,34.7
118403003,000002891,LUZERNE,HANOVER AREA SD,HANOVER AREA JSHS,Biology,All Students,11,123,8.1,26.0,35.8,30.1
118403003,000002891,LUZERNE,HANOVER AREA SD,HANOVER AREA JSHS,Biology,Historically Underperforming,11,73,9.6,15.1,32.9,42.5
118403003,000002891,LUZERNE,HANOVER AREA SD,HANOVER AREA JSHS,Literature,All Students,11,121,10.7,50.4,21.5,17.4
118403003,000002891,LUZERNE,HANOVER AREA SD,HANOVER AREA JSHS,Literature,Historically Underperforming,11,70,10.0,40.0,21.4,28.6
118403207,000005151,LUZERNE,HAZLETON AREA CAREER CENTER,HAZLETON AREA CAREER CENTER,Algebra I,All Students,11,3,,,,
118403207,000005151,LUZERNE,HAZLETON AREA CAREER CENTER,HAZLETON AREA CAREER CENTER,Algebra I,Historically Underperforming,11,3,,,,
