AUN,School Number,County,District Name,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
103026303,000005017,ALLEGHENY,MONTOUR SD,MONTOUR HS,Algebra I,Historically Underperforming,11,64,28.1,34.4,31.3,6.3
103026303,000005017,ALLEGHENY,MONTOUR SD,MONTOUR HS,Biology,All Students,11,212,42.9,38.7,11.8,6.6
103026303,000005017,ALLEGHENY,MONTOUR SD,MONTOUR HS,Biology,Historically Underperforming,11,63,23.8,41.3,22.2,12.7
103026303,000005017,ALLEGHENY,MONTOUR SD,MONTOUR HS,Literature,All Students,11,211,17.1,67.8,13.3,1.9
103026303,000005017,ALLEGHENY,MONTOUR SD,MONTOUR HS,Literature,Historically Underperforming,11,63,7.9,61.9,23.8,6.3
103026343,000004951,ALLEGHENY,MOON AREA SD,MOON SHS,Algebra I,All Students,11,293,19.5,63.8,13.7,3.1
103026343,000004951,ALLEGHENY,MOON AREA SD,MOON SHS,Algebra I,Historically Underperforming,11,73,5.5,46.6,37.0,11.0
103026343,000004951,ALLEGHENY,MOON AREA SD,MOON SHS,Biology,All Students,11,292,39.7,42.5,11.6,6.2
103026343,000004951,ALLEGHENY,MOON AREA SD,MOON SHS,Biology,Historically Underperforming,11,73,13.7,37.0,26.0,23.3
103026343,000004951,ALLEGHENY,MOON AREA SD,MOON SHS,Literature,All Students,11,292,11.6,74.3,11.3,2.7
103026343,000004951,ALLEGHENY,MOON AREA SD,MOON SHS,Literature,Historically Underperforming,11,72,4.2,51.4,33.3,11.1
103026402,000000254,ALLEGHENY,MT LEBANON SD,MT LEBANON SHS,Algebra I,All Students,11,443,32.5,59.6,6.5,1.4
103026402,000000254,ALLEGHENY,MT LEBANON SD,MT LEBANON SHS,Algebra I,Historically Underperforming,11,98,16.3,56.1,22.4,5.1
103026402,000000254,ALLEGHENY,MT LEBANON SD,MT LEBANON SHS,Biology,All Students,11,441,50.1,41.3,6.8,1.8
103026402,000000254,ALLEGHENY,MT LEBANON SD,MT LEBANON SHS,Biology,Historically Underperforming,11,98,38.8,38.8,14.3,8.2
103026402,000000254,ALLEGHENY,MT LEBANON SD,MT LEBANON SHS,Literature,All Students,11,441,21.1,73.9,3.9,1.1
103026402,000000254,ALLEGHENY,MT LEBANON SD,MT LEBANON SHS,Literature,Historically Underperforming,11,98,10.2,71.4,13.3,5.1
103026852,000008305,ALLEGHENY,NORTH ALLEGHENY SD,NORTH ALLEGHENY HIGH SCHOOL,Algebra I,All Students,11,675,43.7,47.1,7.4,1.8
103026852,000008305,ALLEGHENY,NORTH ALLEGHENY SD,NORTH ALLEGHENY HIGH SCHOOL,Algebra I,Historically Underperforming,11,94,19.1,41.5,26.6,12.8
103026852,000008305,ALLEGHENY,NORTH ALLEGHENY SD,NORTH ALLEGHENY HIGH SCHOOL,Biology,All Students,11,670,53.0,34.3,10.0,2.7
103026852,000008305,ALLEGHENY,NORTH ALLEGHENY SD,NORTH ALLEGHENY HIGH SCHOOL,Biology,Historically Underperforming,11,95,24.2,34.7,27.4,13.7
103026852,000008305,ALLEGHENY,NORTH ALLEGHENY SD,NORTH ALLEGHENY HIGH SCHOOL,Literature,All Students,11,670,31.8,62.1,4.9,1.2
103026852,000008305,ALLEGHENY,NORTH ALLEGHENY SD,NORTH ALLEGHENY HIGH SCHOOL,Literature,Historically Underperforming,11,93,11.8,55.9,23.7,8.6
103026902,000007101,ALLEGHENY,NORTH HILLS SD,NORTH HILLS SHS,Algebra I,All Students,11,316,50.6,31.3,14.9,3.2
103026902,000007101,ALLEGHENY,NORTH HILLS SD,NORTH HILLS SHS,Algebra I,Historically Underperforming,11,83,33.7,27.7,26.5,12.0
103026902,000007101,ALLEGHENY,NORTH HILLS SD,NORTH HILLS SHS,Biology,All Students,11,321,42.4,37.4,15.0,5.3
103026902,000007101,ALLEGHENY,NORTH HILLS SD,NORTH HILLS SHS,Biology,Historically Underperforming,11,87,19.5,35.6,28.7,16.1
103026902,000007101,ALLEGHENY,NORTH HILLS SD,NORTH HILLS SHS,Literature,All Students,11,318,14.8,66.4,15.1,3.8
103026902,000007101,ALLEGHENY,NORTH HILLS SD,NORTH HILLS SHS,Literature,Historically Underperforming,11,85,1.2,57.6,30.6,10.6
103026873,000000053,ALLEGHENY,NORTHGATE SD,NORTHGATE JSHS,Algebra I,All Students,11,71,5.6,50.7,36.6,7.0
103026873,000000053,ALLEGHENY,NORTHGATE SD,NORTHGATE JSHS,Algebra I,Historically Underperforming,11,39,2.6,46.2,41.0,10.3
103026873,000000053,ALLEGHENY,NORTHGATE SD,NORTHGATE JSHS,Biology,All Students,11,74,16.2,36.5,32.4,14.9
103026873,000000053,ALLEGHENY,NORTHGATE SD,NORTHGATE JSHS,Biology,Historically Underperforming,11,42,4.8,35.7,35.7,23.8
103026873,000000053,ALLEGHENY,NORTHGATE SD,NORTHGATE JSHS,Literature,All Students,11,74,12.2,60.8,24.3,2.7
103026873,000000053,ALLEGHENY,NORTHGATE SD,NORTHGATE JSHS,Literature,Historically Underperforming,11,41,4.9,53.7,36.6,4.9
115220003,000007821,ALLEGHENY,PA DISTANCE LEARNING CS,PA DISTANCE LEARNING CS,Algebra I,All Students,11,48,4.2,25.0,43.8,27.1
115220003,000007821,ALLEGHENY,PA DISTANCE LEARNING CS,PA DISTANCE LEARNING CS,Algebra I,Historically Underperforming,11,16,6.3,18.8,43.8,31.3
115220003,000007821,ALLEGHENY,PA DISTANCE LEARNING CS,PA DISTANCE LEARNING CS,Biology,All Students,11,47,0.0,36.2,25.5,38.3
115220003,000007821,ALLEGHENY,PA DISTANCE LEARNING CS,PA DISTANCE LEARNING CS,Biology,Historically Underperforming,11,15,0.0,33.3,20.0,46.7
115220003,000007821,ALLEGHENY,PA DISTANCE LEARNING CS,PA DISTANCE LEARNING CS,Literature,All Students,11,46,0.0,56.5,28.3,15.2
115220003,000007821,ALLEGHENY,PA DISTANCE LEARNING CS,PA DISTANCE LEARNING CS,Literature,Historically Underperforming,11,15,0.0,53.3,40.0,6.7
103027307,000005274,ALLEGHENY,PARKWAY WEST AVTS,PARKWAY WEST AVTS,Algebra I,All Students,11,2,,,,
103027307,000005274,ALLEGHENY,PARKWAY WEST AVTS,PARKWAY WEST AVTS,Algebra I,Historically Underperforming,11,1,,,,
103027307,000005274,ALLEGHENY,PARKWAY WEST AVTS,PARKWAY WEST AVTS,Biology,All Students,11,2,,,,
103027307,000005274,ALLEGHENY,PARKWAY WEST AVTS,PARKWAY WEST AVTS,Biology,Historically Underperforming,11,1,,,,
103027307,000005274,ALLEGHENY,PARKWAY WEST AVTS,PARKWAY WEST AVTS,Literature,All Students,11,2,,,,
103027307,000005274,ALLEGHENY,PARKWAY WEST AVTS,PARKWAY WEST AVTS,Literature,Historically Underperforming,11,1,,,,
103027352,000000309,ALLEGHENY,PENN HILLS SD,PENN HILLS SHS,Algebra I,All Students,11,273,4.0,24.5,43.2,28.2
103027352,000000309,ALLEGHENY,PENN HILLS SD,PENN HILLS SHS,Algebra I,Historically Underperforming,11,164,1.8,19.5,43.3,35.4
103027352,000000309,ALLEGHENY,PENN HILLS SD,PENN HILLS SHS,Biology,All Students,11,279,14.0,21.9,26.5,37.6
103027352,000000309,ALLEGHENY,PENN HILLS SD,PENN HILLS SHS,Biology,Historically Underperforming,11,163,6.7,19.6,26.4,47.2
103027352,000000309,ALLEGHENY,PENN HILLS SD,PENN HILLS SHS,Literature,All Students,11,277,2.2,47.7,33.6,16.6
103027352,000000309,ALLEGHENY,PENN HILLS SD,PENN HILLS SHS,Literature,Historically Underperforming,11,162,0.0,42.6,35.8,21.6
103021003,000000315,ALLEGHENY,PINE-RICHLAND SD,PINE-RICHLAND HS,Algebra I,All Students,11,400,40.5,47.0,11.0,1.5
103021003,000000315,ALLEGHENY,PINE-RICHLAND SD,PINE-RICHLAND HS,Algebra I,Historically Underperforming,11,67,16.4,38.8,38.8,6.0
103021003,000000315,ALLEGHENY,PINE-RICHLAND SD,PINE-RICHLAND HS,Biology,All Students,11,399,47.6,37.8,11.8,2.8
103021003,000000315,ALLEGHENY,PINE-RICHLAND SD,PINE-RICHLAND HS,Biology,Historically Underperforming,11,66,21.2,31.8,34.8,12.1
103021003,000000315,ALLEGHENY,PINE-RICHLAND SD,PINE-RICHLAND HS,Literature,All Students,11,402,10.0,82.8,6.7,0.5
103021003,000000315,ALLEGHENY,PINE-RICHLAND SD,PINE-RICHLAND HS,Literature,Historically Underperforming,11,68,2.9,64.7,29.4,2.9
102027451,000008203,ALLEGHENY,PITTSBURGH SD,ACADEMY AT WESTINGHOUSE,Algebra I,All Students,11,84,0.0,8.3,58.3,33.3
102027451,000008203,ALLEGHENY,PITTSBURGH SD,ACADEMY AT WESTINGHOUSE,Algebra I,Historically Underperforming,11,72,0.0,5.6,59.7,34.7
102027451,000008203,ALLEGHENY,PITTSBURGH SD,ACADEMY AT WESTINGHOUSE,Biology,All Students,11,80,0.0,12.5,25.0,62.5
102027451,000008203,ALLEGHENY,PITTSBURGH SD,ACADEMY AT WESTINGHOUSE,Biology,Historically Underperforming,11,68,0.0,10.3,25.0,64.7
102027451,000008203,ALLEGHENY,PITTSBURGH SD,ACADEMY AT WESTINGHOUSE,Literature,All Students,11,83,0.0,25.3,45.8,28.9
102027451,000008203,ALLEGHENY,PITTSBURGH SD,ACADEMY AT WESTINGHOUSE,Literature,Historically Underperforming,11,71,0.0,23.9,46.5,29.6
102027451,000000409,ALLEGHENY,PITTSBURGH SD,ALLDERDICE HS,Algebra I,All Students,11,340,20.0,45.6,28.5,5.9
102027451,000000409,ALLEGHENY,PITTSBURGH SD,ALLDERDICE HS,Algebra I,Historically Underperforming,11,156,7.7,41.0,39.7,11.5
102027451,000000409,ALLEGHENY,PITTSBURGH SD,ALLDERDICE HS,Biology,All Students,11,339,27.1,29.5,19.8,23.6
102027451,000000409,ALLEGHENY,PITTSBURGH SD,ALLDERDICE HS,Biology,Historically Underperforming,11,156,9.0,26.3,22.4,42.3
102027451,000000409,ALLEGHENY,PITTSBURGH SD,ALLDERDICE HS,Literature,All Students,11,340,8.8,67.4,17.1,6.8
102027451,000000409,ALLEGHENY,PITTSBURGH SD,ALLDERDICE HS,Literature,Historically Underperforming,11,157,5.1,55.4,26.1,13.4
102027451,000006915,ALLEGHENY,PITTSBURGH SD,BRASHEAR HS,Algebra I,All Students,11,249,4.8,27.3,49.8,18.1
102027451,000006915,ALLEGHENY,PITTSBURGH SD,BRASHEAR HS,Algebra I,Historically Underperforming,11,193,3.1,22.3,53.4,21.2
102027451,000006915,ALLEGHENY,PITTSBURGH SD,BRASHEAR HS,Biology,All Students,11,248,2.0,21.0,41.9,35.1
102027451,000006915,ALLEGHENY,PITTSBURGH SD,BRASHEAR HS,Biology,Historically Underperforming,11,192,0.5,16.7,43.2,39.6
102027451,000006915,ALLEGHENY,PITTSBURGH SD,BRASHEAR HS,Literature,All Students,11,255,0.4,45.5,33.7,20.4
102027451,000006915,ALLEGHENY,PITTSBURGH SD,BRASHEAR HS,Literature,Historically Underperforming,11,198,0.0,39.4,36.9,23.7
102027451,000000412,ALLEGHENY,PITTSBURGH SD,CARRICK HS,Algebra I,All Students,11,141,11.3,43.3,34.8,10.6
102027451,000000412,ALLEGHENY,PITTSBURGH SD,CARRICK HS,Algebra I,Historically Underperforming,11,97,10.3,34.0,40.2,15.5
102027451,000000412,ALLEGHENY,PITTSBURGH SD,CARRICK HS,Biology,All Students,11,140,11.4,31.4,33.6,23.6
102027451,000000412,ALLEGHENY,PITTSBURGH SD,CARRICK HS,Biology,Historically Underperforming,11,96,8.3,26.0,36.5,29.2
102027451,000000412,ALLEGHENY,PITTSBURGH SD,CARRICK HS,Literature,All Students,11,138,3.6,67.4,24.6,4.3
102027451,000000412,ALLEGHENY,PITTSBURGH SD,CARRICK HS,Literature,Historically Underperforming,11,96,1.0,66.7,26.0,6.3
102027451,000000416,ALLEGHENY,PITTSBURGH SD,PERRY TRADITIONAL ACAD HS,Algebra I,All Students,11,77,0.0,15.6,55.8,28.6
102027451,000000416,ALLEGHENY,PITTSBURGH SD,PERRY TRADITIONAL ACAD HS,Algebra I,Historically Underperforming,11,64,0.0,15.6,53.1,31.3
102027451,000000416,ALLEGHENY,PITTSBURGH SD,PERRY TRADITIONAL ACAD HS,Biology,All Students,11,78,0.0,12.8,33.3,53.8
102027451,000000416,ALLEGHENY,PITTSBURGH SD,PERRY TRADITIONAL ACAD HS,Biology,Historically Underperforming,11,65,0.0,10.8,33.8,55.4
102027451,000000416,ALLEGHENY,PITTSBURGH SD,PERRY TRADITIONAL ACAD HS,Literature,All Students,11,79,0.0,41.8,34.2,24.1
102027451,000000416,ALLEGHENY,PITTSBURGH SD,PERRY TRADITIONAL ACAD HS,Literature,Historically Underperforming,11,66,0.0,39.4,34.8,25.8
102027451,000008106,ALLEGHENY,PITTSBURGH SD,PITTSBURGH CAPA 6-12,Algebra I,All Students,11,125,32.0,51.2,16.0,0.8
102027451,000008106,ALLEGHENY,PITTSBURGH SD,PITTSBURGH CAPA 6-12,Algebra I,Historically Underperforming,11,34,17.6,55.9,23.5,2.9
102027451,000008106,ALLEGHENY,PITTSBURGH SD,PITTSBURGH CAPA 6-12,Biology,All Students,11,125,36.8,41.6,16.8,4.8
102027451,000008106,ALLEGHENY,PITTSBURGH SD,PITTSBURGH CAPA 6-12,Biology,Historically Underperforming,11,34,14.7,61.8,11.8,11.8
102027451,000008106,ALLEGHENY,PITTSBURGH SD,PITTSBURGH CAPA 6-12,Literature,All Students,11,123,22.0,69.9,8.1,0.0
102027451,000008106,ALLEGHENY,PITTSBURGH SD,PITTSBURGH CAPA 6-12,Literature,Historically Underperforming,11,32,6.3,71.9,21.9,0.0
102027451,000008110,ALLEGHENY,PITTSBURGH SD,PITTSBURGH MILLIONES 6-12,Algebra I,All Students,11,67,0.0,26.9,44.8,28.4
102027451,000008110,ALLEGHENY,PITTSBURGH SD,PITTSBURGH MILLIONES 6-12,Algebra I,Historically Underperforming,11,62,0.0,25.8,46.8,27.4
102027451,000008110,ALLEGHENY,PITTSBURGH SD,PITTSBURGH MILLIONES 6-12,Biology,All Students,11,61,0.0,8.2,26.2,65.6
102027451,000008110,ALLEGHENY,PITTSBURGH SD,PITTSBURGH MILLIONES 6-12,Biology,Historically Underperforming,11,58,0.0,6.9,25.9,67.2
102027451,000008110,ALLEGHENY,PITTSBURGH SD,PITTSBURGH MILLIONES 6-12,Literature,All Students,11,69,0.0,31.9,33.3,34.8
102027451,000008110,ALLEGHENY,PITTSBURGH SD,PITTSBURGH MILLIONES 6-12,Literature,Historically Underperforming,11,64,0.0,29.7,35.9,34.4
102027451,000008105,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OBAMA 6-12,Algebra I,All Students,11,116,9.5,54.3,34.5,1.7
102027451,000008105,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OBAMA 6-12,Algebra I,Historically Underperforming,11,60,3.3,50.0,43.3,3.3
102027451,000008105,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OBAMA 6-12,Biology,All Students,11,116,12.1,36.2,41.4,10.3
102027451,000008105,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OBAMA 6-12,Biology,Historically Underperforming,11,60,3.3,30.0,55.0,11.7
102027451,000008105,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OBAMA 6-12,Literature,All Students,11,116,6.0,74.1,17.2,2.6
102027451,000008105,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OBAMA 6-12,Literature,Historically Underperforming,11,60,6.7,66.7,23.3,3.3
102027451,000006047,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OLIVER,Algebra I,All Students,11,8,,,,
102027451,000006047,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OLIVER,Algebra I,Historically Underperforming,11,8,,,,
102027451,000006047,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OLIVER,Biology,All Students,11,11,0.0,0.0,9.1,90.9
102027451,000006047,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OLIVER,Biology,Historically Underperforming,11,11,0.0,0.0,9.1,90.9
102027451,000006047,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OLIVER,Literature,All Students,11,8,,,,
102027451,000006047,ALLEGHENY,PITTSBURGH SD,PITTSBURGH OLIVER,Literature,Historically Underperforming,11,8,,,,
102027451,000008300,ALLEGHENY,PITTSBURGH SD,PITTSBURGH ONLINE ACADEMY,Algebra I,All Students,11,24,4.2,33.3,45.8,16.7
102027451,000008300,ALLEGHENY,PITTSBURGH SD,PITTSBURGH ONLINE ACADEMY,Algebra I,Historically Underperforming,11,13,0.0,23.1,46.2,30.8
102027451,000008300,ALLEGHENY,PITTSBURGH SD,PITTSBURGH ONLINE ACADEMY,Biology,All Students,11,24,4.2,29.2,37.5,29.2
102027451,000008300,ALLEGHENY,PITTSBURGH SD,PITTSBURGH ONLINE ACADEMY,Biology,Historically Underperforming,11,13,0.0,30.8,46.2,23.1
102027451,000008300,ALLEGHENY,PITTSBURGH SD,PITTSBURGH ONLINE ACADEMY,Literature,All Students,11,22,4.5,54.5,36.4,4.5
102027451,000008300,ALLEGHENY,PITTSBURGH SD,PITTSBURGH ONLINE ACADEMY,Literature,Historically Underperforming,11,11,0.0,54.5,36.4,9.1
102027451,000008107,ALLEGHENY,PITTSBURGH SD,PITTSBURGH SCIENCE & TECH ACAD,Algebra I,All Students,11,78,28.2,66.7,5.1,0.0
102027451,000008107,ALLEGHENY,PITTSBURGH SD,PITTSBURGH SCIENCE & TECH ACAD,Algebra I,Historically Underperforming,11,39,20.5,71.8,7.7,0.0
102027451,000008107,ALLEGHENY,PITTSBURGH SD,PITTSBURGH SCIENCE & TECH ACAD,Biology,All Students,11,78,41.0,55.1,3.8,0.0
102027451,000008107,ALLEGHENY,PITTSBURGH SD,PITTSBURGH SCIENCE & TECH ACAD,Biology,Historically Underperforming,11,39,30.8,64.1,5.1,0.0
102027451,000008107,ALLEGHENY,PITTSBURGH SD,PITTSBURGH SCIENCE & TECH ACAD,Literature,All Students,11,78,6.4,88.5,5.1,0.0
102027451,000008107,ALLEGHENY,PITTSBURGH SD,PITTSBURGH SCIENCE & TECH ACAD,Literature,Historically Underperforming,11,39,7.7,87.2,5.1,0.0
103027503,000000435,ALLEGHENY,PLUM BOROUGH SD,PLUM SHS,Algebra I,All Students,11,283,17.0,60.4,20.5,2.1
103027503,000000435,ALLEGHENY,PLUM BOROUGH SD,PLUM SHS,Algebra I,Historically Underperforming,11,88,14.8,53.4,26.1,5.7
103027503,000000435,ALLEGHENY,PLUM BOROUGH SD,PLUM SHS,Biology,All Students,11,282,30.5,44.7,20.9,3.9
103027503,000000435,ALLEGHENY,PLUM BOROUGH SD,PLUM SHS,Biology,Historically Underperforming,11,88,26.1,40.9,28.4,4.5
103027503,000000435,ALLEGHENY,PLUM BOROUGH SD,PLUM SHS,Literature,All Students,11,284,7.4,75.7,13.7,3.2
103027503,000000435,ALLEGHENY,PLUM BOROUGH SD,PLUM SHS,Literature,Historically Underperforming,11,89,7.9,65.2,20.2,6.7
160028259,000008129,ALLEGHENY,PROPEL CS - BRADDOCK HILLS,PROPEL CS - BRADDOCK HILLS,Algebra I,All Students,11,52,5.8,42.3,40.4,11.5
160028259,000008129,ALLEGHENY,PROPEL CS - BRADDOCK HILLS,PROPEL CS - BRADDOCK HILLS,Algebra I,Historically Underperforming,11,36,2.8,30.6,52.8,13.9
160028259,000008129,ALLEGHENY,PROPEL CS - BRADDOCK HILLS,PROPEL CS - BRADDOCK HILLS,Biology,All Students,11,49,14.3,26.5,32.7,26.5
160028259,000008129,ALLEGHENY,PROPEL CS - BRADDOCK HILLS,PROPEL CS - BRADDOCK HILLS,Biology,Historically Underperforming,11,34,5.9,20.6,38.2,35.3
160028259,000008129,ALLEGHENY,PROPEL CS - BRADDOCK HILLS,PROPEL CS - BRADDOCK HILLS,Literature,All Students,11,53,1.9,71.7,18.9,7.5
160028259,000008129,ALLEGHENY,PROPEL CS - BRADDOCK HILLS,PROPEL CS - BRADDOCK HILLS,Literature,Historically Underperforming,11,37,2.7,59.5,27.0,10.8
103020002,000007772,ALLEGHENY,PROPEL CS - HOMESTEAD,PROPEL CS - HOMESTEAD,Algebra I,All Students,11,35,0.0,28.6,42.9,28.6
103020002,000007772,ALLEGHENY,PROPEL CS - HOMESTEAD,PROPEL CS - HOMESTEAD,Algebra I,Historically Underperforming,11,25,0.0,24.0,40.0,36.0
103020002,000007772,ALLEGHENY,PROPEL CS - HOMESTEAD,PROPEL CS - HOMESTEAD,Biology,All Students,11,35,0.0,25.7,34.3,40.0
103020002,000007772,ALLEGHENY,PROPEL CS - HOMESTEAD,PROPEL CS - HOMESTEAD,Biology,Historically Underperforming,11,25,0.0,28.0,28.0,44.0
103020002,000007772,ALLEGHENY,PROPEL CS - HOMESTEAD,PROPEL CS - HOMESTEAD,Literature,All Students,11,35,0.0,51.4,25.7,22.9
103020002,000007772,ALLEGHENY,PROPEL CS - HOMESTEAD,PROPEL CS - HOMESTEAD,Literature,Historically Underperforming,11,25,0.0,44.0,24.0,32.0
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Algebra I,All Students,11,168,41.7,43.5,11.9,3.0
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Algebra I,Historically Underperforming,11,35,22.9,42.9,20.0,14.3
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Biology,All Students,11,170,51.2,30.0,13.5,5.3
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Biology,Historically Underperforming,11,35,22.9,34.3,22.9,20.0
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Literature,All Students,11,171,21.6,64.9,8.8,4.7
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Literature,Historically Underperforming,11,36,2.8,63.9,13.9,19.4
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW HS,Algebra I,All Students,11,64,26.6,45.3,25.0,3.1
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW HS,Algebra I,Historically Underperforming,11,17,11.8,41.2,35.3,11.8
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW HS,Biology,All Students,11,64,35.9,40.6,15.6,7.8
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW HS,Biology,Historically Underperforming,11,18,22.2,33.3,22.2,22.2
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW HS,Literature,All Students,11,64,20.3,56.3,21.9,1.6
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW HS,Literature,Historically Underperforming,11,18,16.7,27.8,50.0,5.6
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Algebra I,All Students,11,299,13.4,57.2,21.7,7.7
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Algebra I,Historically Underperforming,11,113,9.7,42.5,29.2,18.6
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Biology,All Students,11,303,31.7,43.2,17.5,7.6
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Biology,Historically Underperforming,11,118,19.5,38.1,24.6,17.8
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Literature,All Students,11,301,10.3,68.8,13.6,7.3
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Literature,Historically Underperforming,11,115,4.3,58.3,18.3,19.1
103028653,000000440,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY MS/HS,Algebra I,All Students,11,109,2.8,55.0,35.8,6.4
103028653,000000440,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY MS/HS,Algebra I,Historically Underperforming,11,44,2.3,29.5,52.3,15.9
103028653,000000440,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY MS/HS,Biology,All Students,11,109,17.4,43.1,31.2,8.3
103028653,000000440,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY MS/HS,Biology,Historically Underperforming,11,44,9.1,22.7,50.0,18.2
103028653,000000440,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY MS/HS,Literature,All Students,11,109,3.7,67.9,22.0,6.4
103028653,000000440,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY MS/HS,Literature,Historically Underperforming,11,44,0.0,43.2,40.9,15.9
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Algebra I,All Students,11,206,40.3,49.5,9.2,1.0
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Algebra I,Historically Underperforming,11,38,13.2,50.0,31.6,5.3
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Biology,All Students,11,207,43.5,37.7,17.4,1.4
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Biology,Historically Underperforming,11,38,7.9,47.4,36.8,7.9
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Literature,All Students,11,207,17.9,75.8,5.3,1.0
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Literature,Historically Underperforming,11,38,2.6,73.7,18.4,5.3
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Algebra I,All Students,11,138,33.3,48.6,14.5,3.6
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Algebra I,Historically Underperforming,11,39,15.4,38.5,33.3,12.8
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Biology,All Students,11,135,30.4,49.6,13.3,6.7
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Biology,Historically Underperforming,11,36,19.4,33.3,27.8,19.4
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Literature,All Students,11,138,10.1,71.7,13.0,5.1
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Literature,Historically Underperforming,11,39,2.6,53.8,28.2,15.4
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Algebra I,All Students,11,1,,,,
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Algebra I,Historically Underperforming,11,1,,,,
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Biology,All Students,11,1,,,,
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Biology,Historically Underperforming,11,1,,,,
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Literature,All Students,11,1,,,,
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Literature,Historically Underperforming,11,1,,,,
103028807,000006113,ALLEGHENY,STEEL CENTER AVTS,STEEL CENTER AVTS,Algebra I,All Students,11,4,,,,
103028807,000006113,ALLEGHENY,STEEL CENTER AVTS,STEEL CENTER AVTS,Algebra I,Historically Underperforming,11,3,,,,
103028807,000006113,ALLEGHENY,STEEL CENTER AVTS,STEEL CENTER AVTS,Biology,All Students,11,5,,,,
103028807,000006113,ALLEGHENY,STEEL CENTER AVTS,STEEL CENTER AVTS,Biology,Historically Underperforming,11,4,,,,
